Model Name,MoAS Score
Gemma-2,0.30454896702548406
Llama-3.1,0.2827282583913457
Phi-2,0.24617914335321622
Phi-4,0.15332050572857786
Llama-3,0.15028093820112495
Phi-3-Mini,0.012493492864809533
Llama-4-Scout,-0.020241688226780772
DS-R1-Llama,-0.06314673652539389
Mistral-v0.3,-0.12482385690244915
DS-R1-Qwen,-0.5316379726666168
